created_at,uri,cid,text,handle,did,replies,likes,reposts,quotes,hashtags,mentions,links,is_reply,reply_to,query,text_clean,bio,user_type
2026-06-19 23:03:27+00:00,at://did:plc:74nm4q3dst5xihzdwpq5p5jg/app.bsky.feed.post/3moohaiwids2x,bafyreieiuxf7cjk7jxrr3mr3fw2sb56cyksf2abf7vrwkl65quw2otmjzq,"I've put this off long enough. Because one post on machine translation and the devaluation of human labor wasn't enough, I wrote even more words about it than before (2900, to be precise), this time from one former fan translator to another. Or at least, some of you out there.",iiotenki.bsky.social,did:plc:74nm4q3dst5xihzdwpq5p5jg,5.0,628.0,322.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","I've put this off long enough. Because one post on machine translation and the devaluation of human labor wasn't enough, I wrote even more words about it than before (2900, to be precise), this time from one former fan translator to another. Or at least, some of you out there.","The Daigo Umehara of dating sims and the Tony Hawk of Tokimemo. Also your neighborhood Japanese game translator for over a decade. DM for work inquiries.

日英ゲーム翻訳者。日本語のメッセージも大歓迎！

📖 Blog: https://dateemups.com/
✍️ Portfolio: https://freelansations.com",professional
2026-06-20 00:40:57+00:00,at://did:plc:7gytgrw33otmxl6hvtxatfn5/app.bsky.feed.post/3moomouboas2q,bafyreibeifmgpwuq7n6mxtkyyxrgkw2klos7slqmc5mnz3p5at24blzvq4,"Bandai walked back their machine translation for the Gundam X subs, but only for English. They'll use their existing subs that they already owned.

Other languages are still getting the machine slop. 

They want to be a global brand so bad but don't want to put it the effort to do so.",planordo.bsky.social,did:plc:7gytgrw33otmxl6hvtxatfn5,0.0,0.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","Bandai walked back their machine translation for the Gundam X subs, but only for English. They'll use their existing subs that they already owned. Other languages are still getting the machine slop. They want to be a global brand so bad but don't want to put it the effort to do so.",,general
2026-06-20 09:55:36+00:00,at://did:plc:lpoau23qvj36m6hrafedqghu/app.bsky.feed.post/3moplonfkqs2q,bafyreib2my354dd56a53ghuvfwiql2tttibybpgpfsppkjycp4qt4rukyi,"LMAO GT translates zsófilter as ""cold sore""??? and they say machine translation is inaccurate",keilaura.bsky.social,did:plc:lpoau23qvj36m6hrafedqghu,0.0,2.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","LMAO GT translates zsófilter as ""cold sore""??? and they say machine translation is inaccurate",,general
2026-06-20 10:14:39+00:00,at://did:plc:vbyos4ly2hmqqx5vbwzom2g4/app.bsky.feed.post/3mopmqp3inc2g,bafyreig6srtrzmiawogdn6gvz3hexygzkxw2oczze7s5zprvyuz6pgx7xm,"Keep in mind it is machine translation and I can’t double check German. Contradiction have 50% chance to be a translation failure - one should check the original text (I uploaded it along the others on archive.org, the paragraph numbering helps to find th correct page.",wargamingscribe.bsky.social,did:plc:vbyos4ly2hmqqx5vbwzom2g4,0.0,3.0,0.0,0.0,[],[],['https://archive.org'],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","Keep in mind it is machine translation and I can’t double check German. Contradiction have 50% chance to be a translation failure - one should check the original text (I uploaded it along the others on archive.org, the paragraph numbering helps to find th correct page.",,general
2026-06-20 13:08:32+00:00,at://did:plc:zlra3ekvpvjxs3emnctpoeos/app.bsky.feed.post/3mopwhmu35c2r,bafyreidq5rchpwynz3licl366zh6phsbmggt4kqybqfv6sjua6mknifnqy,"I don't need machine translation, but the fact that the term ""moots"" is translated as ""marmites"" is hilarious",crystalakeofmine.bsky.social,did:plc:zlra3ekvpvjxs3emnctpoeos,1.0,2.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","I don't need machine translation, but the fact that the term ""moots"" is translated as ""marmites"" is hilarious",,general
2026-06-20 14:46:16+00:00,at://did:plc:mqzbg6fdh6ems7yag255lezs/app.bsky.feed.post/3moq3wfb7n62t,bafyreiavlxd2bytimkkan2rckrmh4c3bothwqvxiuqkbf6z7yhhicoqbzm,"The machine-translation scramble is honestly half the fun of these events. Hope you get to fully dive in, the jp fan community is so warm once you find your way in.",sewayou.com,did:plc:mqzbg6fdh6ems7yag255lezs,0.0,0.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","The machine-translation scramble is honestly half the fun of these events. Hope you get to fully dive in, the jp fan community is so warm once you find your way in.",,general
2026-06-20 18:40:55+00:00,at://did:plc:hs22zme55gwbp5lgygsdtdll/app.bsky.feed.post/3moqizyfays2p,bafyreid46zbrtwxwg4ocrip6amhbix4wssnv4iih25okpfutvsonb5go7m,"I was actually automated out of a job before any of you, because I worked as a technical translator before machine translation really took off, so,",aub.bsky.social,did:plc:hs22zme55gwbp5lgygsdtdll,0.0,16.0,1.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","I was actually automated out of a job before any of you, because I worked as a technical translator before machine translation really took off, so,",,general
2026-06-20 23:41:11+00:00,at://did:plc:knybgc4siigl22kc5t4new4w/app.bsky.feed.post/3moqzswkisf2a,bafyreie52qn5b5zw6tvkawr7ygq5vqzenfk3yb2dxhbjnlug6xbiobwxua,"It took me about 200 games on the main ranked list until I found ANY AI, and it was a very low-budget Japanese solo-dev game that did some machine-translation.

Not good, but at least understandable.

That seems to be about the extent to which anyone is *tolerating* it right now on Steam.",dominictarason.com,did:plc:knybgc4siigl22kc5t4new4w,7.0,101.0,2.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","It took me about 200 games on the main ranked list until I found ANY AI, and it was a very low-budget Japanese solo-dev game that did some machine-translation. Not good, but at least understandable. That seems to be about the extent to which anyone is *tolerating* it right now on Steam.","Veteran freelance games crit & PR. Hyped for indie games & mods. Bylines on RPS, PC Gamer, PCGamesN. Find my work, Steam curation & contact info below - He/Him

Find me elsewhere online at dominictarason.com
Contact email: jdtarason@gmail.com",general
2026-06-21 03:34:51+00:00,at://did:plc:b273ppjhmiqfpjjzgg6ebhmx/app.bsky.feed.post/3morguqg3g22c,bafyreigzx7mgplmzx72d2qqed3zpfslmsrudn3ycitxr4hr25mmkz5syoa,"That's not even worth discussing. I'm saying this with the understanding that this is the case.
(Well, this is also machine translation, though.🙃)",roronme0.bsky.social,did:plc:b273ppjhmiqfpjjzgg6ebhmx,0.0,0.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","That's not even worth discussing. I'm saying this with the understanding that this is the case. (Well, this is also machine translation, though.🙃)",,general
2026-06-21 09:24:45+00:00,at://did:plc:xk6h273ejcxgts4vkqva4oqj/app.bsky.feed.post/3mos2gfm3pc22,bafyreiady3fy4b33rlsemwhi64ljbffdjucjrsutriy5ll4r2pcayn2ru4,"""machine translation for thee but not for me"" is a type of colonialism.
Show some respect to all languages and cultures, hire human translators.",christinacoffin.bsky.social,did:plc:xk6h273ejcxgts4vkqva4oqj,0.0,20.0,5.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","""machine translation for thee but not for me"" is a type of colonialism. Show some respect to all languages and cultures, hire human translators.",,general
2026-06-21 11:03:47+00:00,at://did:plc:npsoid6acseas7yuvifpq74l/app.bsky.feed.post/3mos7xidg6c2o,bafyreidpowlolwdrvl4lpac5lna5wfrj45djun5uf5s6qeysy3fbigptre,"... Death of the Author, the Author's Ghostwriter(s), the Author's Editor(s), the Author's Publisher(s), the official Translator and Localization Teams, the unofficial Translators and Localization Teams, the Hit-or-Miss Machine Translation(s), the Pretend Translator(s), the Plagiarist(s)...",eltipejoloco.bsky.social,did:plc:npsoid6acseas7yuvifpq74l,1.0,0.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","... Death of the Author, the Author's Ghostwriter(s), the Author's Editor(s), the Author's Publisher(s), the official Translator and Localization Teams, the unofficial Translators and Localization Teams, the Hit-or-Miss Machine Translation(s), the Pretend Translator(s), the Plagiarist(s)...","Aspiring game developer, relatively lazy game streamer.",tech
2026-06-21 15:10:51+00:00,at://did:plc:paxabvigfmeowbp2sceb4djf/app.bsky.feed.post/3mosnrbvoak2x,bafyreiesxaqd27jbgljunu4df2ch6sldkngted2sxbpbqy5wxr2njnbjme,"Machine translation bug-eyes the last sentence. ""cheeks' is ""obraz"" aka literally the cheeks of the face and metaphorically honour/dignity/""face"" (as in saving face)",andrewtheblueskier.bsky.social,did:plc:paxabvigfmeowbp2sceb4djf,1.0,2.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","Machine translation bug-eyes the last sentence. ""cheeks' is ""obraz"" aka literally the cheeks of the face and metaphorically honour/dignity/""face"" (as in saving face)",,general
2026-06-21 16:00:15+00:00,at://did:plc:pt7ysx2f3houwrs6qfjcr6mj/app.bsky.feed.post/3mosqjlz7qk2m,bafyreibjreghwwrwn4uir62jy4cqruue7vuvb33zqo7lzhlteul4utmlr4,"Translator's Notes - S08 E17 - Shot Through The Butt, And You're To Blame
Originally broadcast 06/21/2026 @ 11am Central US
It's Day Five, and Worm's lame! Live Translation of Machi! #運命の交差点
www.twitch.tv/zapshakur",zed-s.bsky.social,did:plc:pt7ysx2f3houwrs6qfjcr6mj,0.0,3.0,2.0,0.0,['運命の交差点'],[],['https://www.twitch.tv/zapshakur'],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","Translator's Notes - S08 E17 - Shot Through The Butt, And You're To Blame Originally broadcast 06/21/2026 @ 11am Central US It's Day Five, and Worm's lame! Live Translation of Machi! #運命の交差点 www.twitch.tv/zapshakur",,general
2026-06-21 16:30:54+00:00,at://did:plc:ab5f2ega2vb6jjmjaum5apur/app.bsky.feed.post/3mossag7ask2r,bafyreihlyon2ce7ui5nw7ozunq6hqsrfvhjuiedgdnsyt4bo7aha2eqw7e,"Indeed, transformers were developed for translation (and other seq2seq tasks)

""On 2017-06-12... the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation....""",boulderguy.bsky.social,did:plc:ab5f2ega2vb6jjmjaum5apur,1.0,5.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","Indeed, transformers were developed for translation (and other seq2seq tasks) ""On 2017-06-12... the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation....""",,general
2026-06-21 18:10:59+00:00,at://did:plc:qcgmqzdk72pjwcpchsnhuhkn/app.bsky.feed.post/3mosxtfb7kc2l,bafyreiffpw6ermhchwomynlqvazr6fqlo75ktlbm5bryxqrmagc2ccn4ca,the perils of machine translation,simonthevampyre.itch.io,did:plc:qcgmqzdk72pjwcpchsnhuhkn,0.0,2.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""",the perils of machine translation,,general
2026-06-21 19:50:28+00:00,at://did:plc:lowvryocas54fph3iy3mhthr/app.bsky.feed.post/3mot5fbtjbi2f,bafyreibbwtnd3i4vhesekgsbaeu7kfs5j3xolnuphqn347sakryef6bnna,"At NeurIPS 2017, a novel neural network architecture relying solely on attention was introduced, surpassing existing machine translation models with impressive efficiency and BLEU scores. https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf",ai-linkstream.bsky.social,did:plc:lowvryocas54fph3iy3mhthr,0.0,0.0,0.0,0.0,[],[],['https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf'],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","At NeurIPS 2017, a novel neural network architecture relying solely on attention was introduced, surpassing existing machine translation models with impressive efficiency and BLEU scores.",,general
2026-06-21 19:53:33+00:00,at://did:plc:hyh4blzoimlszepue7ey2quo/app.bsky.feed.post/3mot5krxne22r,bafyreigijptsuekgnpwr6ec2mhfameolgzwvzrwsmhv3ayo4dixtqzj6re,"The machine translation is mixing up an antecedent, where “son père” (his father) is being mistaken as ”his [Karp’s] father” rather than “his [Ludwig von Friedeberg’s] father”",dhpljm266.bsky.social,did:plc:hyh4blzoimlszepue7ey2quo,1.0,1.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","The machine translation is mixing up an antecedent, where “son père” (his father) is being mistaken as ”his [Karp’s] father” rather than “his [Ludwig von Friedeberg’s] father”",,general
2026-06-21 20:00:47+00:00,at://did:plc:lowvryocas54fph3iy3mhthr/app.bsky.feed.post/3mot5xqakau2i,bafyreihalmfamxccumtvmcivsimtiocfttvlhqbepu5h4b6npmvpcud5uq,"In ""Attention is All You Need,"" a novel architecture based on attention mechanisms is proposed, eliminating recurrence and convolution. This model excels in machine translation, achieving better BLEU scores than earlier models. https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf",ai-linkstream.bsky.social,did:plc:lowvryocas54fph3iy3mhthr,0.0,0.0,0.0,0.0,[],[],['https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf'],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","In ""Attention is All You Need,"" a novel architecture based on attention mechanisms is proposed, eliminating recurrence and convolution. This model excels in machine translation, achieving better BLEU scores than earlier models.",,general
2026-06-21 21:12:21+00:00,at://did:plc:sapmyhpbnzkjpzi2jqgut7z3/app.bsky.feed.post/3motbxoqkmc2u,bafyreibbc5ouf6rch6erjjg5xdj7x7iwtshatq6pjspqhddqck56lz5vd4,"Initially, I was just admiring the cover. Deliciously elegant, yet simple.

Then I got to the machine translation at the bottom.

There is now an entry update for the #EnberQueue:

Vampire Were-Zebra",enberlight.bsky.social,did:plc:sapmyhpbnzkjpzi2jqgut7z3,1.0,2.0,0.0,0.0,['EnberQueue'],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","Initially, I was just admiring the cover. Deliciously elegant, yet simple. Then I got to the machine translation at the bottom. There is now an entry update for the #EnberQueue: Vampire Were-Zebra",,general
2026-06-22 01:53:26+00:00,at://did:plc:gogooddlhljo3psduchued4y/app.bsky.feed.post/3motroca72b2v,bafyreiht5zau63pajbx2baj6a6dz6gy5pjchugk6n6kzidyl66a5yy36da,"@boulderguy.bsky.social That's right, the transformer architecture was first introduced for machine translation, and it revolutionized the field! 🤖",render87.bsky.social,did:plc:gogooddlhljo3psduchued4y,0.0,0.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","@boulderguy.bsky.social That's right, the transformer architecture was first introduced for machine translation, and it revolutionized the field! 🤖",,general
2026-06-22 03:48:46+00:00,at://did:plc:lowvryocas54fph3iy3mhthr/app.bsky.feed.post/3moty4k2p2w2f,bafyreibz77j5d47tywafbna2n7ic4zqwqligklifeckeoqeqjouuw3o7pu,"The article examines gender bias in machine translation systems, highlighting its output implications and the need for improved algorithms for equitable translations. https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00401/106991/Gender-Bias-in-Machine-Translation",ai-linkstream.bsky.social,did:plc:lowvryocas54fph3iy3mhthr,0.0,0.0,0.0,0.0,[],[],['https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00401/106991/Gender-Bias-in-Machine-Translation'],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""","The article examines gender bias in machine translation systems, highlighting its output implications and the need for improved algorithms for equitable translations.",,general
2026-06-22 06:16:39+00:00,at://did:plc:sonjv5vxcu3n7hxf5gjpupxk/app.bsky.feed.post/3mouaexn3qs2p,bafyreietxcjafnwcia572m56pzu5qgnx7qfthth6pexnawmjba7hte2wdy,"google search? worse.

machine translation? worse.

text to speech? worse.

spellcheck? worse 

like it's all just like a worse version of shit we fucking HAD and WORKED. some of it not that well already but now it works WORSE.",morninkim.bsky.social,did:plc:sonjv5vxcu3n7hxf5gjpupxk,0.0,0.0,0.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""",google search? worse. machine translation? worse. text to speech? worse. spellcheck? worse like it's all just like a worse version of shit we fucking HAD and WORKED. some of it not that well already but now it works WORSE.,,general
2026-06-22 15:00:24+00:00,at://did:plc:s4jvo2ncjzhm7lwkabods33r/app.bsky.feed.post/3mov5nisx4c2i,bafyreigqxksqhxotd7t4nlda4u5u7bhp7gnqg63kt3c5yo55rz3fxwcjdq,"Machine translation.

Seems about right. 

Bad already. 

Sigh.",blacksloveboyslove.bsky.social,did:plc:s4jvo2ncjzhm7lwkabods33r,0.0,2.0,1.0,0.0,[],[],[],True,at://did:plc:ico7mhqftrjhdgqm73ejsptd/app.bsky.feed.post/3moxes2apjc2q,"""machine translation""",Machine translation. Seems about right. Bad already. Sigh.,,general
